year,author,title,average_rating,image_url,text
1996,Caroline Myss,Anatomy of the Spirit: The Seven Stages of Power and Healing,4.12,https://images.gr-assets.com/books/1320424261m/832543.jpg,Anatomy of the Spirit: The Seven Stages of Power and Healing Caroline Myss
2002,Alexander McCall Smith,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",3.99,https://images.gr-assets.com/books/1380393680m/7036.jpg,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4) Alexander McCall Smith"
2013,Beatriz Williams,A Hundred Summers,3.9,https://images.gr-assets.com/books/1366561825m/16158535.jpg,A Hundred Summers Beatriz Williams
2016,Sabaa Tahir,"A Torch Against the Night (An Ember in the Ashes, #2)",4.34,https://images.gr-assets.com/books/1463675717m/25558608.jpg,"A Torch Against the Night (An Ember in the Ashes, #2) Sabaa Tahir"
2007,Gary D. Schmidt,The Wednesday Wars,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Wednesday Wars Gary D. Schmidt
1992,R.A. Salvatore,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7) R.A. Salvatore"
2003,Judy Schachner,Skippyjon Jones,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Skippyjon Jones Judy Schachner
2011,Nora Roberts,Chasing Fire,4.09,https://images.gr-assets.com/books/1302982596m/9410421.jpg,Chasing Fire Nora Roberts
2001,Brian Tracy,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,3.84,https://images.gr-assets.com/books/1328854785m/95887.jpg,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time Brian Tracy
1982,Sandra Boynton,"Moo, Baa, La La La!",4.19,https://images.gr-assets.com/books/1451996462m/4600.jpg,"Moo, Baa, La La La! Sandra Boynton"
1910,Wallace D. Wattles,The Science of Getting Rich,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Science of Getting Rich Wallace D. Wattles
2008,James Rollins,"The Last Oracle (Sigma Force, #5)",4.15,https://images.gr-assets.com/books/1367511748m/2277444.jpg,"The Last Oracle (Sigma Force, #5) James Rollins"
1993,"أحلام مستغانمي, Ahlam Mosteghanemi",ذاكرة الجسد,3.87,https://images.gr-assets.com/books/1291756684m/2501458.jpg,"ذاكرة الجسد أحلام مستغانمي, Ahlam Mosteghanemi"
1994,A. Manette Ansay,Vinegar Hill,3.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Vinegar Hill A. Manette Ansay
1983,David Brin,"Startide Rising (The Uplift Saga, #2)",4.04,https://images.gr-assets.com/books/1476445711m/234501.jpg,"Startide Rising (The Uplift Saga, #2) David Brin"
2011,Shelly Crane,"Significance (Significance, #1)",4.13,https://images.gr-assets.com/books/1434591910m/16282066.jpg,"Significance (Significance, #1) Shelly Crane"
2003,Robert   Harris,Pompeii,3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Pompeii Robert   Harris
2015,David Baldacci,"The Guilty (Will Robie, #4)",4.12,https://images.gr-assets.com/books/1435632658m/25066991.jpg,"The Guilty (Will Robie, #4) David Baldacci"
1945,Bertrand Russell,A History of Western Philosophy,4.05,https://images.gr-assets.com/books/1344399003m/243685.jpg,A History of Western Philosophy Bertrand Russell
1884,Lewis Carroll,The Complete Stories and Poems,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Complete Stories and Poems Lewis Carroll
1998,Nigella Lawson,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking Nigella Lawson
1485,"Thomas Malory, Keith Baines, Robert Graves",Le Morte d'Arthur: King Arthur and the Legends of the Round Table,3.92,https://images.gr-assets.com/books/1309288301m/672875.jpg,"Le Morte d'Arthur: King Arthur and the Legends of the Round Table Thomas Malory, Keith Baines, Robert Graves"
2006,Cupcake Brown,A Piece of Cake,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A Piece of Cake Cupcake Brown
1967,Lloyd Alexander,Taran Wanderer (The Chronicles of Prydain #4),4.14,https://images.gr-assets.com/books/1406315774m/24782.jpg,Taran Wanderer (The Chronicles of Prydain #4) Lloyd Alexander
2004,"Douglas Preston, Lincoln Child","Brimstone (Pendergast, #5; Diogenes, #1)",4.12,https://images.gr-assets.com/books/1369943498m/136637.jpg,"Brimstone (Pendergast, #5; Diogenes, #1) Douglas Preston, Lincoln Child"
1903,Kate Douglas Wiggin,Rebecca of Sunnybrook Farm,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Rebecca of Sunnybrook Farm Kate Douglas Wiggin
2006,Lisa Kleypas,"Devil in Winter (Wallflowers, #3)",4.26,https://images.gr-assets.com/books/1309220205m/114166.jpg,"Devil in Winter (Wallflowers, #3) Lisa Kleypas"
2008,Susan Beth Pfeffer,"The Dead and the Gone (Last Survivors, #2)",3.84,https://images.gr-assets.com/books/1266309782m/2169506.jpg,"The Dead and the Gone (Last Survivors, #2) Susan Beth Pfeffer"
2004,Ted Dekker,"White: The Great Pursuit (The Circle, #3)",4.3,https://images.gr-assets.com/books/1380858193m/125955.jpg,"White: The Great Pursuit (The Circle, #3) Ted Dekker"
2010,Gena Showalter,The Darkest Passion (Lords of the Underworld #5),4.37,https://images.gr-assets.com/books/1351278057m/6758331.jpg,The Darkest Passion (Lords of the Underworld #5) Gena Showalter
2009,Chuck Palahniuk,Pygmy,2.96,https://images.gr-assets.com/books/1320495043m/4601396.jpg,Pygmy Chuck Palahniuk
2013,Lauren Weisberger,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",2.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2) Lauren Weisberger"
1900,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",Selected Stories,4.36,https://images.gr-assets.com/books/1491936310m/5693.jpg,"Selected Stories Anton Chekhov, Richard Pevear, Larissa Volokhonsky"
2010,S.C. Gwynne,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History S.C. Gwynne"
1979,John le Carré,Smiley's People,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Smiley's People John le Carré
2002,"Karen Kingsbury, Gary Smalley","Redemption (Redemption, #1)",4.36,https://images.gr-assets.com/books/1406514548m/11433.jpg,"Redemption (Redemption, #1) Karen Kingsbury, Gary Smalley"
2003,Jennifer Donnelly,A Northern Light,3.83,https://images.gr-assets.com/books/1376507768m/64481.jpg,A Northern Light Jennifer Donnelly
1999,"Tim LaHaye, Jerry B. Jenkins","Apollyon (Left Behind, #5)",3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Apollyon (Left Behind, #5) Tim LaHaye, Jerry B. Jenkins"
1923,Dorothy L. Sayers,"Whose Body?  (Lord Peter Wimsey, #1)",3.91,https://images.gr-assets.com/books/1387573241m/192893.jpg,"Whose Body?  (Lord Peter Wimsey, #1) Dorothy L. Sayers"
2003,"Robert Sabuda, Lewis Carroll",Alice's Adventures in Wonderland: A Pop-Up Adaptation,4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Alice's Adventures in Wonderland: A Pop-Up Adaptation Robert Sabuda, Lewis Carroll"
2003,Ross King,Michelangelo and the Pope's Ceiling,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Michelangelo and the Pope's Ceiling Ross King
2002,Kelley Armstrong,"Stolen (Women of the Otherworld, #2)",4.16,https://images.gr-assets.com/books/1300923278m/11922.jpg,"Stolen (Women of the Otherworld, #2) Kelley Armstrong"
2004,David Baldacci,"Hour Game (Sean King & Michelle Maxwell, #2)",3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Hour Game (Sean King & Michelle Maxwell, #2) David Baldacci"
2007,Louise Penny,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",4.15,https://images.gr-assets.com/books/1327970261m/2277378.jpg,"The Cruelest Month (Chief Inspector Armand Gamache, #3) Louise Penny"
1936,"Noel Streatfeild, Diane Goode","Ballet Shoes (Shoes, #1)",4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Ballet Shoes (Shoes, #1) Noel Streatfeild, Diane Goode"
2006,Harry Gregson-Williams,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe Harry Gregson-Williams"
1936,"Ayn Rand, Leonard Peikoff",We the Living,3.89,https://images.gr-assets.com/books/1306188481m/668.jpg,"We the Living Ayn Rand, Leonard Peikoff"
2015,Marie Rutkoski,"The Winner's Crime (The Winner's Trilogy, #2)",4.17,https://images.gr-assets.com/books/1411741455m/20443207.jpg,"The Winner's Crime (The Winner's Trilogy, #2) Marie Rutkoski"
2011,Carolyn Brown,The Ladies' Room,3.9,https://images.gr-assets.com/books/1453689241m/18282800.jpg,The Ladies' Room Carolyn Brown
1954,E.E. Cummings,100 Selected Poems,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,100 Selected Poems E.E. Cummings
2008,Jen Lancaster,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer Jen Lancaster"
2003,Erin Hunter,"Forest of Secrets (Warriors, #3)",4.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Forest of Secrets (Warriors, #3) Erin Hunter"
2009,Sarah Waters,The Little Stranger,3.51,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Little Stranger Sarah Waters
2014,Patricia Briggs,"Night Broken (Mercy Thompson, #8)",4.42,https://images.gr-assets.com/books/1379437095m/17562900.jpg,"Night Broken (Mercy Thompson, #8) Patricia Briggs"
2014,Sara Raasch,"Snow Like Ashes (Snow Like Ashes, #1)",3.98,https://images.gr-assets.com/books/1392224823m/17399160.jpg,"Snow Like Ashes (Snow Like Ashes, #1) Sara Raasch"
2014,Matthew  Thomas,We Are Not Ourselves,3.7,https://images.gr-assets.com/books/1418103690m/17830123.jpg,We Are Not Ourselves Matthew  Thomas
2005,Nora Roberts,"Red Lily (In the Garden, #3)",4.07,https://images.gr-assets.com/books/1362364238m/59821.jpg,"Red Lily (In the Garden, #3) Nora Roberts"
1994,Mary Pipher,Reviving Ophelia: Saving the Selves of Adolescent Girls,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Reviving Ophelia: Saving the Selves of Adolescent Girls Mary Pipher
2006,Bernard Cornwell,"Lords of the North (The Saxon Stories, #3)",4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Lords of the North (The Saxon Stories, #3) Bernard Cornwell"
1999,Margaret Peterson Haddix,"Just Ella (The Palace Chronicles, #1)",3.75,https://images.gr-assets.com/books/1327897599m/162719.jpg,"Just Ella (The Palace Chronicles, #1) Margaret Peterson Haddix"
2013,Raine Miller,"Eyes Wide Open (The Blackstone Affair, #3)",4.14,https://images.gr-assets.com/books/1360846127m/16122643.jpg,"Eyes Wide Open (The Blackstone Affair, #3) Raine Miller"
2014,Lisa See,China Dolls,3.58,https://images.gr-assets.com/books/1405290827m/18404427.jpg,China Dolls Lisa See
2005,Kate Brian,Megan Meade's Guide to the McGowan Boys,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Megan Meade's Guide to the McGowan Boys Kate Brian
1964,"Russell Hoban, Lillian Hoban",Bread and Jam for Frances,4.2,https://images.gr-assets.com/books/1384258893m/911579.jpg,"Bread and Jam for Frances Russell Hoban, Lillian Hoban"
1994,Tom Robbins,Half Asleep in Frog Pajamas,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Half Asleep in Frog Pajamas Tom Robbins
2003,Gregory Maguire,Mirror Mirror,3.27,https://images.gr-assets.com/books/1407710336m/15858.jpg,Mirror Mirror Gregory Maguire
2013,Patrick Ness,More Than This,4.03,https://images.gr-assets.com/books/1398164413m/21969786.jpg,More Than This Patrick Ness
1973,Cormac McCarthy,Child of God,3.86,https://images.gr-assets.com/books/1320509467m/293625.jpg,Child of God Cormac McCarthy
1995,Francine Rivers,"As Sure as the Dawn (Mark of the Lion, #3)",4.39,https://images.gr-assets.com/books/1490993178m/95621.jpg,"As Sure as the Dawn (Mark of the Lion, #3) Francine Rivers"
2013,Max Barry,Lexicon,3.9,https://images.gr-assets.com/books/1356080172m/16158596.jpg,Lexicon Max Barry
2008,"Candace Bushnell, Donna Murphy",One Fifth Avenue,3.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"One Fifth Avenue Candace Bushnell, Donna Murphy"
2014,"Cece Bell, David Lasky",El Deafo,4.13,https://images.gr-assets.com/books/1423770455m/20701984.jpg,"El Deafo Cece Bell, David Lasky"
2013,Samantha Young,"Down London Road (On Dublin Street, #2)",4.24,https://images.gr-assets.com/books/1363128044m/16140408.jpg,"Down London Road (On Dublin Street, #2) Samantha Young"
2005,"Robert Kirkman, Charlie Adlard","The Walking Dead, Vol. 03: Safety Behind Bars",4.31,https://images.gr-assets.com/books/1345769167m/30069.jpg,"The Walking Dead, Vol. 03: Safety Behind Bars Robert Kirkman, Charlie Adlard"
1974,Philip K. Dick,"Flow My Tears, the Policeman Said",3.93,https://images.gr-assets.com/books/1398026028m/22584.jpg,"Flow My Tears, the Policeman Said Philip K. Dick"
1998,Francine Rivers,The Last Sin Eater,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Last Sin Eater Francine Rivers
1989,Jude Deveraux,A Knight in Shining Armor,4.23,https://images.gr-assets.com/books/1330613623m/73385.jpg,A Knight in Shining Armor Jude Deveraux
2010,Jonathan Maberry,"Rot & Ruin (Rot & Ruin, #1)",4.1,https://images.gr-assets.com/books/1264898635m/7157310.jpg,"Rot & Ruin (Rot & Ruin, #1) Jonathan Maberry"
1933,"Plato, G.M.A. Grube, John M. Cooper",The Trial and Death of Socrates,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Trial and Death of Socrates Plato, G.M.A. Grube, John M. Cooper"
2001,Charles R. Cross,Heavier Than Heaven: A Biography of Kurt Cobain,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Heavier Than Heaven: A Biography of Kurt Cobain Charles R. Cross
1924,"Thucydides, Rex Warner, Moses I. Finley",History of the Peloponnesian War,3.87,https://images.gr-assets.com/books/1422072332m/261243.jpg,"History of the Peloponnesian War Thucydides, Rex Warner, Moses I. Finley"
1895,"Stephen Crane, George Stade, Richard Fusco",The Red Badge of Courage and Selected Short Fiction  ,3.64,https://images.gr-assets.com/books/1328753104m/2918374.jpg,"The Red Badge of Courage and Selected Short Fiction   Stephen Crane, George Stade, Richard Fusco"
2009,Richard Kadrey,"Sandman Slim (Sandman Slim, #1)",3.93,https://images.gr-assets.com/books/1311727590m/5776788.jpg,"Sandman Slim (Sandman Slim, #1) Richard Kadrey"
2009,John Hart,The Last Child,4.09,https://images.gr-assets.com/books/1312058481m/5556466.jpg,The Last Child John Hart
1962,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",Labyrinths:  Selected Stories and Other Writings,4.46,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Labyrinths:  Selected Stories and Other Writings Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois"
1999,Anita Shreve,Fortune's Rocks,3.86,https://images.gr-assets.com/books/1344271150m/89399.jpg,Fortune's Rocks Anita Shreve
1952,Patricia Highsmith,The Price of Salt,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Price of Salt Patricia Highsmith
2011,Colleen Houck,"Tiger's Quest (The Tiger Saga, #2)",4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Tiger's Quest (The Tiger Saga, #2) Colleen Houck"
2009,Chloe Neill,"Friday Night Bites (Chicagoland Vampires, #2)",4.15,https://images.gr-assets.com/books/1304024900m/6319978.jpg,"Friday Night Bites (Chicagoland Vampires, #2) Chloe Neill"
2005,Tim Harford,The Undercover Economist,3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Undercover Economist Tim Harford
1995,Frank E. Peretti,The Oath,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Oath Frank E. Peretti
2008,Anna Godbersen,"Rumors (Luxe, #2)",3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Rumors (Luxe, #2) Anna Godbersen"
2013,"Drew Daywalt, Oliver Jeffers",The Day the Crayons Quit,4.41,https://images.gr-assets.com/books/1397425766m/16101018.jpg,"The Day the Crayons Quit Drew Daywalt, Oliver Jeffers"
2002,Meg Cabot,"Princess in Waiting (The Princess Diaries, #4)",3.66,https://images.gr-assets.com/books/1493531966m/93729.jpg,"Princess in Waiting (The Princess Diaries, #4) Meg Cabot"
2011,"Katie J. Davis, Beth Clark",Kisses from Katie: A Story of Relentless Love and Redemption,4.4,https://images.gr-assets.com/books/1306266117m/11281852.jpg,"Kisses from Katie: A Story of Relentless Love and Redemption Katie J. Davis, Beth Clark"
2008,Kathleen Kent,The Heretic's Daughter,3.77,https://images.gr-assets.com/books/1344269239m/3181953.jpg,The Heretic's Daughter Kathleen Kent
1924,"Thomas Mann, John E. Woods",The Magic Mountain,4.14,https://images.gr-assets.com/books/1403170928m/88077.jpg,"The Magic Mountain Thomas Mann, John E. Woods"
2002,Michael Connelly,Chasing the Dime,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Chasing the Dime Michael Connelly
2014,Claudia Gray,"A Thousand Pieces of You (Firebird, #1)",3.94,https://images.gr-assets.com/books/1400166295m/17234658.jpg,"A Thousand Pieces of You (Firebird, #1) Claudia Gray"
